Vaccine,Geography Type,Geography,FIPS,Season/Survey Year,Month,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,12,Age,18-49 Years at High Risk,37.7,27.1 to 48.3 ‡,171
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Race and Ethnicity,Hispanic,21.9,18.0 to 25.8,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Race and Ethnicity,Hispanic,28.9,24.6 to 33.2,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Race and Ethnicity,Hispanic,33.2,28.5 to 37.9,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Race and Ethnicity,Hispanic,35.3,30.3 to 40.3,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Race and Ethnicity,Hispanic,38.0,32.6 to 43.4,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Race and Ethnicity,Hispanic,38.2,32.9 to 43.5,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Age,>=18 Years,36.4,31.9 to 40.9,4443
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Age,>=18 Years,36.4,31.9 to 40.9,4443
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,>=18 Years,0.9,0.5 to 1.3,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,>=18 Years,6.3,5.3 to 7.3,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Age,>=18 Years,23.0,21.2 to 24.8,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Age,>=18 Years,30.5,28.3 to 32.7,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,12,Age,18-64 Years,38.9,35.6 to 42.2,1778
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,>=18 Years,32.3,30.1 to 34.5,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Age,18-64 Years,NR †,NR †,1778
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,5,Age,18-64 Years,44.4,40.7 to 48.1,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,18-49 Years,NR †,NR †,1452
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,18-49 Years,4.9,3.5 to 6.3,1452
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,4,Age,18-64 Years,44.4,40.7 to 48.1,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,2,Age,18-49 Years,24.3,19.6 to 29.0,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,3,Age,18-49 Years,26.4,20.1 to 32.7,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Age,18-49 Years,26.4,20.1 to 32.7,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Age,18-49 Years,26.4,20.1 to 32.7,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Age,18-49 Years at High Risk,NR †,NR †,170
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,1,Age,18-49 Years,22.9,18.6 to 27.2,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,5,Age,18-49 Years at High Risk,41.1,29.9 to 52.3 ‡,171
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,4,Age,18-49 Years at High Risk,41.1,29.9 to 52.3 ‡,171
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,3,Age,18-49 Years at High Risk,41.1,29.9 to 52.3 ‡,171
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,2,Age,18-49 Years at High Risk,41.1,29.9 to 52.3 ‡,171
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,2,Race and Ethnicity,Hispanic,40.9,34.4 to 47.4,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,3,Race and Ethnicity,Hispanic,41.0,34.5 to 47.5,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,4,Race and Ethnicity,Hispanic,41.0,34.5 to 47.5,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Race and Ethnicity,Hispanic,47.0,36.2 to 57.8 ‡,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Race and Ethnicity,Hispanic,NR †,NR †,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Race and Ethnicity,Hispanic,3.5,2.4 to 4.6,1299
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,1,Age,18-49 Years at High Risk,41.1,29.9 to 52.3 ‡,171
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,11,Age,18-49 Years,18.6,15.1 to 22.1,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,1,Race and Ethnicity,Hispanic,38.6,32.4 to 44.8,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,3,Age,18-64 Years,43.3,40.0 to 46.6,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,2,Age,18-64 Years,42.9,39.6 to 46.2,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,1,Age,18-64 Years,41.4,38.3 to 44.5,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,12,Age,18-64 Years,39.1,36.0 to 42.2,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,11,Age,18-64 Years,34.2,31.5 to 36.9,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,12,Age,18-49 Years,21.2,17.3 to 25.1,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,10,Age,18-64 Years,28.1,25.6 to 30.6,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,>=18 Years,48.7,46.0 to 51.4,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,>=18 Years,50.4,47.3 to 53.5,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,12,Race and Ethnicity,Hispanic,35.5,29.5 to 41.5,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,8,Age,18-49 Years,NR †,NR †,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,9,Age,18-49 Years,5.1,3.3 to 6.9,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,10,Age,18-49 Years,14.1,11.2 to 17.0,1453
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,11,Age,18-49 Years at High Risk,33.2,23.2 to 43.2,171
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,10,Age,18-49 Years at High Risk,26.3,17.5 to 35.1,171
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,9,Age,18-49 Years at High Risk,NR †,NR †,171
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,8,Age,18-49 Years at High Risk,NR †,NR †,171
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,8,Race and Ethnicity,Hispanic,3.3,2.0 to 4.6,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,9,Race and Ethnicity,Hispanic,9.3,6.2 to 12.4,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,10,Race and Ethnicity,Hispanic,19.9,15.5 to 24.3,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,11,Race and Ethnicity,Hispanic,31.9,26.2 to 37.6,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,7,Age,18-49 Years at High Risk,0.0,0.0 to 0.0,171
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,5,Age,18-49 Years at High Risk,41.1,31.7 to 50.5,282
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,5,Race and Ethnicity,Hispanic,36.6,30.2 to 43.0,916
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,7,Race and Ethnicity,Hispanic,NR †,NR †,1055
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,9,Age,18-64 Years,8.5,6.9 to 10.1,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,8,Age,18-64 Years,1.1,0.5 to 1.7,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,7,Age,18-64 Years,NR †,NR †,2049
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,4,Race and Ethnicity,Hispanic,36.6,30.2 to 43.0,916
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,3,Age,18-64 Years,34.2,31.7 to 36.7,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,4,Age,18-64 Years,34.7,32.0 to 37.4,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,5,Age,18-64 Years,34.7,32.0 to 37.4,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Age,>=65 Years,55.6,52.3 to 58.9,1371
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,1,Age,>=65 Years,57.1,53.8 to 60.4,1371
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,2,Age,>=65 Years,59.2,55.7 to 62.7,1371
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,3,Age,>=65 Years,60.1,56.6 to 63.6,1371
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,6 Months - 17 Years,57.4,55.2 to 59.6,5686
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,8,Age,6 Months - 4 Years,NR †,NR †,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,9,Age,6 Months - 4 Years,16.3,10.8 to 21.8,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,2,Age,18-64 Years,33.7,31.2 to 36.2,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Race and Ethnicity,Hispanic,NR †,NR †,916
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Race and Ethnicity,Hispanic,8.2,5.2 to 11.2,916
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Race and Ethnicity,Hispanic,26.0,20.5 to 31.5,916
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Race and Ethnicity,Hispanic,31.1,25.3 to 36.9,916
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Race and Ethnicity,Hispanic,33.5,27.5 to 39.5,916
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,1,Race and Ethnicity,Hispanic,35.6,29.2 to 42.0,916
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,2,Race and Ethnicity,Hispanic,35.7,29.3 to 42.1,916
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,3,Race and Ethnicity,Hispanic,36.6,30.2 to 43.0,916
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Race and Ethnicity,Hispanic,44.1,35.0 to 53.2,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Race and Ethnicity,Hispanic,44.3,35.3 to 53.3,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,11,Age,>=18 Years,28.9,27.1 to 30.7,4288
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,>=18 Years,22.5,20.9 to 24.1,4288
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,5,Age,5-12 Years,54.7,51.3 to 58.1,2069
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,9,Age,18-64 Years not at High Risk,6.1,4.7 to 7.5,2094
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,8,Age,18-64 Years not at High Risk,1.7,1.1 to 2.3,2094
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,5,Age,18-64 Years not at High Risk,26.7,24.3 to 29.1,2164
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,7,Age,18-64 Years not at High Risk,NR †,NR †,2094
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,1,Age,>=18 Years,43.1,40.6 to 45.6,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Age,>=18 Years,46.1,43.4 to 48.8,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Age,>=18 Years,47.6,44.9 to 50.3,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,4,Age,5-12 Years,54.3,51.0 to 57.6,2069
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,11,Age,>=18 Years,36.9,34.4 to 39.4,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,12,Age,>=18 Years,40.4,37.9 to 42.9,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Age,>=18 Years,26.5,24.3 to 28.7,2297
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,1,Age,18-64 Years,31.8,29.3 to 34.3,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,6 Months - 17 Years,57.0,54.8 to 59.2,5686
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,7,Age,>=6 Months,0.4,0.2 to 0.6,7893
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,8,Age,>=6 Months,2.6,2.1 to 3.1,7893
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,11,Age,18-64 Years,26.5,24.3 to 28.7,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,12,Age,18-64 Years,29.1,26.7 to 31.5,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,18-49 Years not at High Risk,22.8,19.7 to 25.9,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,18-49 Years not at High Risk,25.7,22.2 to 29.2,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Age,18-49 Years not at High Risk,29.3,25.6 to 33.0,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,18-49 Years not at High Risk,30.8,26.9 to 34.7,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,18-49 Years not at High Risk,31.8,27.7 to 35.9,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,18-49 Years not at High Risk,31.8,27.7 to 35.9,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,5,Age,18-49 Years not at High Risk,31.8,27.7 to 35.9,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Age,18-49 Years,25.9,23.0 to 28.8,1559
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,4,Age,>=65 Years,62.4,57.7 to 67.1,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Age,>=65 Years,59.6,55.9 to 63.3,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,1,Age,>=65 Years,57.5,54.0 to 61.0,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Age,>=65 Years,58.3,54.8 to 61.8,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,18-64 Years at High Risk,7.9,5.0 to 10.8,535
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Age,18-64 Years at High Risk,26.4,20.9 to 31.9,535
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Age,18-64 Years at High Risk,35.0,29.1 to 40.9,535
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,18-64 Years at High Risk,38.1,31.8 to 44.4,535
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,11,Age,>=65 Years,51.2,47.9 to 54.5,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,12,Age,>=65 Years,54.4,50.9 to 57.9,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,4,Race and Ethnicity,Hispanic,49.2,42.6 to 55.8,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,5,Race and Ethnicity,Hispanic,49.6,43.0 to 56.2,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,7,Race and Ethnicity,Hispanic,NR †,NR †,1319
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,8,Race and Ethnicity,Hispanic,3.3,2.4 to 4.2,1319
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,9,Race and Ethnicity,Hispanic,9.2,7.2 to 11.2,1319
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,10,Race and Ethnicity,Hispanic,22.3,18.6 to 26.0,1319
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,11,Race and Ethnicity,Hispanic,27.2,23.0 to 31.4,1319
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,9,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",8.3,4.5 to 12.1,998
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,8,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,998
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,7,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,998
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,5,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",72.3,47.1 to 97.5 ‡,822
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",30.0,22.3 to 37.7,998
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Age,18-64 Years at High Risk,35.8,26.2 to 45.4,517
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Age,18-64 Years at High Risk,35.8,26.2 to 45.4,517
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,18-64 Years at High Risk,NR †,NR †,535
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,10,Age,18-64 Years not at High Risk,26.7,23.6 to 29.8,1393
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,11,Age,18-64 Years not at High Risk,33.8,30.1 to 37.5,1393
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,12,Age,18-64 Years not at High Risk,36.1,32.4 to 39.8,1393
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,18-49 Years,31.7,28.0 to 35.4,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,3,Race and Ethnicity,Hispanic,47.6,41.2 to 54.0,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,8,Age,18-64 Years not at High Risk,1.9,1.1 to 2.7,1393
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,9,Age,18-64 Years not at High Risk,10.5,8.5 to 12.5,1393
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Age,18-64 Years not at High Risk,NR †,NR †,1393
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Age,18-49 Years,29.2,25.7 to 32.7,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,18-49 Years,30.8,27.3 to 34.3,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,18-49 Years not at High Risk,NR †,NR †,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,18-49 Years not at High Risk,NR †,NR †,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,18-49 Years not at High Risk,5.6,4.0 to 7.2,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,18-49 Years not at High Risk,16.8,14.1 to 19.5,1120
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,18-49 Years,16.6,14.1 to 19.1,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,18-49 Years,22.3,19.4 to 25.2,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,18-49 Years,25.9,22.8 to 29.0,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,18-49 Years,31.7,28.0 to 35.4,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,18-49 Years at High Risk,43.2,33.4 to 53.0,165
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,18-49 Years at High Risk,43.2,33.4 to 53.0,165
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Age,18-49 Years at High Risk,43.2,33.4 to 53.0,165
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,5,Age,>=65 Years,62.3,56.6 to 68.0,798
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,>=65 Years,39.9,36.8 to 43.0,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,9,Age,>=65 Years,13.2,11.2 to 15.2,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Age,>=65 Years,2.1,1.3 to 2.9,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,4,Age,>=65 Years,62.3,56.6 to 68.0,798
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,7,Age,>=65 Years,NR †,NR †,1449
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,3,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",49.5,41.0 to 58.0,822
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,2,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",49.5,41.0 to 58.0,822
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,1,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",47.1,39.1 to 55.1,822
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,12,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",46.7,38.7 to 54.7,822
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,11,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",40.2,32.9 to 47.5,822
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,10,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",31.9,25.3 to 38.5,822
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,9,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",14.6,9.8 to 19.4,822
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,2,Race and Ethnicity,Hispanic,46.8,40.4 to 53.2,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,4,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",56.7,42.7 to 70.7 ‡,822
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,3,Age,>=65 Years,61.6,56.1 to 67.1,798
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,9,Age,18-64 Years at High Risk,8.7,3.8 to 13.6,517
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,10,Age,18-64 Years at High Risk,21.3,14.6 to 28.0,517
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,11,Age,18-64 Years at High Risk,30.2,22.2 to 38.2,517
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,12,Age,18-64 Years at High Risk,33.6,24.6 to 42.6,517
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,1,Age,18-64 Years at High Risk,35.8,26.2 to 45.4,517
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,2,Age,18-64 Years at High Risk,35.8,26.2 to 45.4,517
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,3,Age,18-64 Years at High Risk,35.8,26.2 to 45.4,517
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,10,Race and Ethnicity,Hispanic,23.0,19.2 to 26.8,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,11,Race and Ethnicity,Hispanic,37.9,31.6 to 44.2,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,12,Race and Ethnicity,Hispanic,41.6,35.2 to 48.0,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,1,Race and Ethnicity,Hispanic,45.1,38.7 to 51.5,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,9,Race and Ethnicity,Hispanic,10.3,7.8 to 12.8,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,8,Race and Ethnicity,Hispanic,4.6,2.7 to 6.5,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,5,Age,18-64 Years not at High Risk,41.7,37.4 to 46.0,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,4,Age,18-64 Years not at High Risk,41.7,37.4 to 46.0,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,3,Age,18-64 Years not at High Risk,40.3,36.6 to 44.0,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,2,Age,18-64 Years not at High Risk,39.9,36.2 to 43.6,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,1,Age,18-64 Years not at High Risk,38.0,34.5 to 41.5,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,18-49 Years,5.4,4.0 to 6.8,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,2,Age,18-49 Years,28.1,24.2 to 32.0,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,3,Age,18-49 Years,28.2,24.3 to 32.1,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,4,Age,18-49 Years,28.2,24.3 to 32.1,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,18-49 Years,30.2,24.7 to 35.7,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,18-49 Years,NR †,NR †,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,18-49 Years,NR †,NR †,1342
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,12,Age,18-64 Years not at High Risk,35.6,32.3 to 38.9,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,12,Age,18-49 Years at High Risk,35.9,27.1 to 44.7,165
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,1,Age,18-49 Years at High Risk,37.5,28.7 to 46.3,165
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Age,18-49 Years at High Risk,40.4,31.2 to 49.6,165
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,1,Age,18-49 Years,26.1,22.6 to 29.6,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Age,18-49 Years at High Risk,24.6,17.2 to 32.0,165
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,11,Age,18-49 Years at High Risk,32.4,24.0 to 40.8,165
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,11,Age,>=65 Years,54.9,50.2 to 59.6,798
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,12,Age,>=65 Years,57.3,52.4 to 62.2,798
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,1,Age,>=65 Years,58.3,53.4 to 63.2,798
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,2,Age,>=65 Years,59.2,54.3 to 64.1,798
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,1,Age,18-64 Years,37.3,34.4 to 40.2,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,8,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",1.0,0.5 to 1.5,822
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Age,18-64 Years,40.3,37.2 to 43.4,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Age,18-64 Years,41.4,38.3 to 44.5,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,18-64 Years,41.8,38.7 to 44.9,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,18-64 Years,42.4,39.3 to 45.5,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,9,Age,>=65 Years,13.2,10.3 to 16.1,798
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,10,Age,>=65 Years,41.1,36.6 to 45.6,798
